id,store_id,customer_id,payment_type,amount,datetime
2398,5,194,Cash,127.57,9/16/2022 19:10
2399,2,904,Cash,210.31,8/10/2022 19:10
2400,2,778,Ewallet,140.68,4/17/2022 17:38
2401,4,806,Cash,287.99,5/27/2022 15:42
2402,1,469,Ewallet,76.77,7/22/2022 14:19
2403,1,799,Cash,179.44,3/17/2022 17:50
2404,1,702,Credit card,3,3/18/2022 19:45
2405,3,569,Ewallet,19.92,11/30/2022 9:39
2406,1,443,Credit card,237.03,9/12/2022 15:50
2407,5,124,Ewallet,235.74,5/1/2022 13:37
2408,1,105,Credit card,235.69,4/22/2022 16:11
2409,4,925,Credit card,162.86,11/3/2022 6:45
2410,2,716,Cash,155.52,7/26/2022 9:38
2411,4,281,Credit card,269.98,12/6/2022 20:37
2412,1,135,Ewallet,118.75,11/26/2022 8:18
2413,1,850,Cash,288.9,10/20/2022 12:38
2414,5,946,Cash,305.26,4/12/2022 11:42
2415,4,564,Credit card,325.77,6/1/2022 13:40
2416,5,393,Credit card,409.87,5/16/2022 13:14
2417,3,735,Credit card,102.83,9/11/2022 14:40
2418,2,507,Ewallet,12.99,10/13/2022 18:36
2419,1,43,Cash,141.81,3/16/2022 17:35
2420,4,833,Credit card,126.34,4/23/2022 17:29
2421,5,10,Ewallet,154.01,8/10/2022 11:45
2422,2,856,Ewallet,156.87,8/20/2022 9:34
2423,2,260,Ewallet,180.61,4/28/2022 9:13
2424,3,533,Cash,370.89,11/14/2022 15:50
2425,4,800,Ewallet,156.66,12/8/2022 7:37
2426,2,479,Cash,419.34,11/11/2022 12:24
2427,1,513,Cash,50.19,10/21/2022 20:25
2428,3,837,Cash,164.72,6/18/2022 20:32
2429,2,581,Credit card,36.91,8/16/2022 14:20
2430,4,679,Cash,162.27,8/24/2022 18:50
2431,4,519,Cash,482,7/28/2022 12:45
2432,4,693,Ewallet,172.8,3/12/2022 12:18
2433,5,267,Credit card,102.91,10/26/2022 16:33
2434,1,291,Credit card,338.63,8/16/2022 15:39
2435,1,545,Credit card,8.99,7/3/2022 6:16
2436,2,296,Credit card,207.35,7/2/2022 13:31
2437,5,643,Ewallet,79.92,6/26/2022 14:31
2438,2,639,Cash,248.86,10/29/2022 16:24
2439,2,693,Credit card,286.6,8/17/2022 19:28
2440,2,877,Credit card,581.89,9/13/2022 20:22
2441,5,516,Cash,97.34,5/28/2022 7:27
2442,5,598,Credit card,330.16,5/13/2022 12:34
2443,1,711,Cash,452.75,9/9/2022 9:50
2444,2,393,Credit card,83.78,4/23/2022 20:50
2445,1,925,Cash,217.41,8/7/2022 19:18
2446,1,963,Credit card,34.85,12/8/2022 15:26
2447,3,535,Credit card,271.31,8/12/2022 18:42
2448,3,557,Ewallet,71.91,12/30/2022 14:20
2449,2,152,Cash,260.92,6/18/2022 19:14
2450,4,659,Ewallet,96.39,11/28/2022 19:16
2451,3,974,Credit card,35.91,9/22/2022 16:45
2452,2,879,Cash,178.15,6/21/2022 16:31
2453,1,952,Ewallet,296.32,6/3/2022 6:48
2454,3,870,Cash,362.52,9/5/2022 16:37
2455,2,416,Ewallet,283.03,11/24/2022 9:12
2456,4,448,Credit card,275.6,11/4/2022 20:15
2457,2,414,Credit card,70.98,7/4/2022 19:16
2458,2,230,Cash,51.9,11/18/2022 7:33
2459,3,88,Cash,257.17,8/3/2022 14:15
2460,4,375,Cash,93.84,11/10/2022 20:21
2461,5,954,Credit card,486.87,3/14/2022 8:12
2462,1,190,Ewallet,119.75,5/18/2022 18:16
2463,4,449,Credit card,228.29,5/27/2022 8:11
2464,5,315,Cash,571.44,11/19/2022 17:44
2465,3,509,Cash,364.96,10/3/2022 7:32
2466,5,339,Cash,56.39,6/19/2022 8:27
2467,4,637,Ewallet,42.89,6/8/2022 6:35
2468,3,171,Ewallet,321.89,9/17/2022 10:13
2469,1,673,Ewallet,462.29,6/20/2022 20:36
2470,2,673,Cash,374.16,5/29/2022 16:26
2471,5,261,Ewallet,273.05,6/23/2022 10:26
2472,3,212,Cash,212.81,7/9/2022 9:35
2473,3,816,Credit card,83.93,9/2/2022 7:19
2474,2,160,Cash,212.72,12/29/2022 7:14
2475,2,456,Ewallet,363.82,5/11/2022 9:13
2476,5,698,Cash,332.66,8/21/2022 16:21
2477,2,193,Credit card,290.44,10/24/2022 8:41
2478,2,80,Ewallet,246.02,4/30/2022 15:36
2479,1,486,Cash,159.7,6/21/2022 9:17
2480,3,678,Credit card,178.37,3/3/2022 8:19
2481,1,708,Cash,389.35,6/13/2022 18:27
2482,5,974,Ewallet,72,6/3/2022 7:25
2483,5,939,Credit card,45.93,8/18/2022 17:23
2484,1,883,Credit card,92.31,5/7/2022 16:27
2485,1,628,Ewallet,120.24,9/18/2022 7:29
2486,5,674,Ewallet,313.03,9/4/2022 6:38
2487,3,116,Cash,98.82,9/2/2022 12:41
2488,3,259,Credit card,107.57,9/1/2022 7:19
2489,4,603,Credit card,139.11,5/5/2022 11:29
2490,3,845,Credit card,204.58,4/29/2022 10:10
2491,4,288,Credit card,135.74,12/20/2022 11:21
2492,5,250,Ewallet,264.83,7/16/2022 15:41
2493,2,900,Cash,334.19,12/5/2022 16:28
2494,4,898,Cash,83.16,11/5/2022 14:19
2495,4,661,Cash,126.16,6/3/2022 7:25
2496,1,619,Cash,77.9,5/8/2022 14:25
2497,4,254,Credit card,190.43,9/20/2022 19:19
2498,5,459,Cash,68.94,11/20/2022 7:33
2499,4,935,Cash,207.36,7/13/2022 18:34
2500,2,620,Cash,234.96,4/9/2022 15:13
2501,1,110,Cash,116.86,8/12/2022 9:24
2502,3,402,Credit card,384.88,7/19/2022 17:21
2503,3,913,Ewallet,238.85,4/23/2022 15:26
2504,3,927,Cash,233.56,6/8/2022 18:28
2505,5,933,Credit card,65.16,4/5/2022 18:27
2506,1,513,Ewallet,157.88,4/25/2022 6:35
2507,4,773,Cash,37.14,12/4/2022 14:41
2508,4,96,Ewallet,292.7,12/13/2022 7:33
2509,2,769,Credit card,197.59,7/28/2022 12:33
2510,1,361,Cash,202.15,12/30/2022 15:27
2511,3,551,Credit card,63.93,11/27/2022 16:14
2512,3,892,Credit card,9.98,12/26/2022 7:36
2513,4,38,Credit card,128.25,7/14/2022 11:47
2514,1,78,Credit card,320.77,11/5/2022 8:41
2515,1,852,Credit card,480.04,8/26/2022 12:21
2516,3,930,Cash,308.54,6/24/2022 9:48
2517,5,524,Credit card,142.01,5/28/2022 16:47
2518,2,428,Ewallet,174.85,8/30/2022 10:25
2519,4,913,Ewallet,231.92,9/25/2022 18:22
2520,5,470,Cash,408.06,10/21/2022 15:14
2521,3,507,Credit card,144.54,10/2/2022 20:38
2522,2,939,Credit card,165.82,9/8/2022 14:42
2523,3,80,Cash,256.86,11/9/2022 15:49
2524,1,417,Ewallet,373.49,4/25/2022 20:22
2525,4,79,Cash,87.89,8/2/2022 15:23
2526,1,256,Credit card,228.5,12/18/2022 9:44
2527,2,611,Ewallet,66.91,7/8/2022 12:22
2528,2,72,Ewallet,41.71,10/23/2022 13:13
2529,2,96,Cash,236.51,8/26/2022 14:14
2530,4,356,Ewallet,33.15,3/17/2022 8:32
2531,4,331,Credit card,176.35,11/4/2022 18:24
2532,4,210,Cash,342.12,11/18/2022 7:29
2533,4,290,Credit card,243.14,10/27/2022 10:46
2534,2,399,Ewallet,261.64,9/24/2022 11:40
2535,1,679,Credit card,92.57,11/13/2022 13:22
2536,2,77,Cash,35.9,3/7/2022 17:44
2537,4,38,Credit card,36.97,3/21/2022 16:50
2538,1,623,Cash,101.37,6/7/2022 7:24
2539,4,931,Credit card,19.92,9/8/2022 9:12
2540,4,413,Ewallet,289.25,10/7/2022 9:45
2541,1,364,Cash,257.09,11/29/2022 10:49
2542,2,82,Credit card,101.38,5/4/2022 15:33
2543,1,620,Ewallet,139.81,6/21/2022 20:23
2544,5,83,Ewallet,189.54,3/13/2022 10:26
2545,4,474,Cash,196.41,6/25/2022 14:21
2546,1,624,Cash,94.84,4/2/2022 13:43
2547,2,655,Ewallet,378.83,10/22/2022 14:33
2548,5,529,Cash,277.54,6/20/2022 18:28
2549,5,994,Credit card,142.75,12/25/2022 10:38
2550,1,981,Cash,216.44,11/1/2022 16:33
2551,2,936,Cash,210.01,3/7/2022 18:49
2552,1,469,Cash,90.52,6/3/2022 14:16
2553,1,405,Credit card,296.7,11/28/2022 14:27
2554,5,888,Ewallet,77.94,3/29/2022 17:27
2555,5,204,Credit card,168.54,3/11/2022 11:13
2556,4,999,Credit card,339.24,3/23/2022 13:14
2557,1,830,Cash,112.39,3/24/2022 6:49
2558,4,408,Credit card,400.39,12/28/2022 8:36
2559,3,259,Ewallet,435.04,9/16/2022 8:16
2560,4,617,Credit card,388.99,12/11/2022 20:27
2561,1,943,Credit card,147.72,6/28/2022 10:24
2562,5,93,Credit card,177.91,10/11/2022 7:18
2563,1,857,Cash,244.23,5/12/2022 13:16
2564,5,14,Credit card,175.51,9/22/2022 12:25
2565,2,577,Cash,231.48,4/26/2022 16:47
2566,1,498,Ewallet,386.12,3/11/2022 13:36
2567,4,896,Cash,207.04,11/24/2022 20:19
2568,1,633,Credit card,244.57,11/16/2022 8:23
2569,5,931,Credit card,110.86,7/2/2022 20:39
2570,2,618,Ewallet,161.58,4/11/2022 9:14
2571,1,665,Credit card,517.91,8/14/2022 14:39
2572,5,984,Credit card,16.74,9/29/2022 20:12
2573,5,819,Ewallet,244.21,3/22/2022 18:39
2574,3,650,Credit card,34.13,10/2/2022 9:20
2575,2,441,Ewallet,30.03,9/17/2022 16:20
2576,5,666,Cash,255.84,11/13/2022 8:22
2577,1,268,Credit card,337.61,11/14/2022 6:10
2578,1,926,Credit card,267.43,9/8/2022 13:26
2579,5,352,Credit card,290.9,3/9/2022 19:21
2580,2,150,Cash,120.94,8/19/2022 6:26
2581,2,375,Cash,108.33,4/23/2022 14:45
2582,3,403,Credit card,313.58,3/3/2022 9:32
2583,5,61,Ewallet,72.09,9/7/2022 20:10
2584,1,993,Cash,179.32,10/28/2022 20:27
2585,4,690,Credit card,252.45,10/24/2022 11:12
2586,4,716,Credit card,345.21,10/29/2022 7:46
2587,5,756,Cash,7.47,3/16/2022 12:29
2588,1,595,Credit card,273.45,12/7/2022 17:44
2589,3,516,Credit card,365.21,8/26/2022 13:38
2590,1,949,Ewallet,161.4,5/5/2022 15:26
2591,5,737,Ewallet,84.8,12/12/2022 8:11
2592,3,301,Cash,373.16,4/27/2022 16:37
2593,4,167,Cash,528.62,12/14/2022 19:32
2594,3,611,Credit card,162.68,8/5/2022 18:28
2595,4,315,Cash,332.96,8/5/2022 11:16
2596,1,95,Credit card,134.19,10/20/2022 8:10
2597,3,725,Credit card,108.52,9/15/2022 16:39
2598,5,683,Credit card,298.1,4/13/2022 11:13
2599,2,758,Credit card,307.45,4/28/2022 13:39
2600,2,945,Credit card,145.88,11/25/2022 16:30
2601,2,33,Cash,20.94,7/20/2022 18:19
2602,5,686,Cash,260.5,9/22/2022 11:14
2603,5,761,Credit card,88.12,10/10/2022 20:38
2604,5,195,Credit card,199.5,12/7/2022 8:17
2605,4,328,Ewallet,84.81,12/6/2022 20:15
2606,1,913,Cash,21.45,11/5/2022 20:28
2607,4,201,Ewallet,138.85,7/11/2022 13:21
2608,4,625,Ewallet,23.94,4/18/2022 15:42
2609,2,165,Cash,516.09,5/25/2022 8:46
2610,4,758,Ewallet,302.11,11/20/2022 9:26
2611,4,510,Credit card,312.04,4/8/2022 20:40
2612,5,847,Ewallet,359.18,7/4/2022 12:13
2613,2,818,Cash,37.89,11/1/2022 8:38
2614,3,549,Cash,273.94,10/15/2022 13:35
2615,3,215,Cash,122.89,7/21/2022 9:13
2616,3,217,Ewallet,329.33,4/20/2022 19:31
2617,4,48,Cash,296.15,5/4/2022 20:47
2618,5,410,Cash,156.98,11/16/2022 17:26
2619,4,251,Cash,492.89,3/4/2022 13:21
2620,1,529,Ewallet,547.92,10/1/2022 15:22
2621,5,754,Ewallet,107.76,7/3/2022 12:27
2622,5,239,Credit card,285.17,5/16/2022 10:21
2623,1,768,Credit card,411.9,12/22/2022 12:31
2624,1,466,Ewallet,319.87,6/18/2022 9:19
2625,4,830,Credit card,490.46,11/1/2022 19:25
2626,2,429,Ewallet,365.85,5/6/2022 10:12
2627,1,101,Credit card,359.72,11/5/2022 12:24
2628,2,915,Ewallet,175.53,8/26/2022 6:34
2629,2,251,Ewallet,306.34,5/27/2022 18:20
2630,2,176,Cash,70.34,11/18/2022 8:21
2631,5,417,Credit card,23.94,4/6/2022 17:13
2632,2,685,Ewallet,243.74,9/7/2022 13:14
2633,5,112,Cash,140.5,12/4/2022 14:31
2634,3,428,Cash,45.2,7/20/2022 9:19
2635,3,538,Ewallet,299.13,3/8/2022 18:27
2636,5,387,Ewallet,69.5,4/15/2022 10:25
2637,2,242,Ewallet,69.9,9/28/2022 14:36
2638,5,851,Credit card,71.88,7/12/2022 12:48
2639,5,84,Cash,342.46,11/28/2022 11:34
2640,5,814,Ewallet,250.02,12/1/2022 14:20
2641,5,217,Ewallet,329.46,11/21/2022 20:38
2642,4,864,Credit card,179.31,6/27/2022 14:25
2643,4,245,Cash,154.66,10/28/2022 13:28
2644,5,79,Credit card,55.65,11/24/2022 16:26
2645,1,707,Cash,184.83,8/15/2022 13:31
2646,3,748,Credit card,389.16,6/23/2022 6:10
2647,5,976,Credit card,656.27,9/25/2022 11:45
2648,1,22,Cash,191.32,3/7/2022 17:30
2649,1,856,Credit card,176.95,7/17/2022 20:30
2650,5,37,Credit card,8,6/22/2022 6:46
2651,2,309,Credit card,119.32,7/5/2022 18:11
2652,5,417,Cash,118.86,7/6/2022 20:30
2653,5,454,Cash,184.73,6/3/2022 11:48
2654,3,106,Cash,319,4/11/2022 17:32
2655,4,376,Credit card,135.71,4/27/2022 11:50
2656,3,487,Ewallet,134.83,9/26/2022 9:23
2657,5,859,Cash,93.67,6/19/2022 20:15
2658,1,457,Ewallet,20.94,11/26/2022 16:48
2659,5,361,Ewallet,23.94,11/5/2022 12:10
2660,4,569,Credit card,196.28,7/30/2022 17:36
2661,5,542,Ewallet,531.68,7/17/2022 11:40
2662,2,282,Credit card,63.92,9/7/2022 18:26
2663,4,456,Cash,238.84,12/12/2022 19:40
2664,2,984,Credit card,509.55,12/23/2022 20:10
2665,5,551,Cash,227.19,6/1/2022 14:26
2666,1,647,Credit card,190.19,8/3/2022 11:46
2667,4,793,Cash,279.17,10/16/2022 19:10
2668,2,367,Credit card,377.52,5/14/2022 9:28
2669,1,388,Cash,169.23,4/18/2022 8:11
2670,3,862,Credit card,60.21,10/14/2022 17:40
2671,4,113,Credit card,113.65,5/25/2022 8:28
2672,4,624,Cash,266.25,9/26/2022 14:39
2673,1,521,Ewallet,3.98,4/8/2022 17:25
2674,4,129,Credit card,71.92,9/13/2022 7:31
2675,4,883,Cash,266.44,10/19/2022 11:47
2676,1,356,Credit card,129.26,3/15/2022 17:38
2677,2,973,Cash,101.35,3/11/2022 10:25
2678,2,909,Credit card,158.03,3/3/2022 15:20
2679,4,974,Ewallet,309.41,6/20/2022 18:28
2680,3,750,Cash,72.4,6/30/2022 6:28
2681,3,719,Ewallet,89.07,10/8/2022 12:31
2682,4,131,Ewallet,263.17,9/2/2022 11:21
2683,1,572,Credit card,59.21,8/9/2022 12:45
2684,2,812,Credit card,98.17,9/22/2022 11:16
2685,3,123,Credit card,225.47,8/12/2022 20:43
2686,4,932,Cash,159.82,3/17/2022 16:14
2687,2,61,Credit card,166.29,5/5/2022 18:25
2688,4,415,Ewallet,237.69,12/29/2022 10:39
2689,5,608,Ewallet,213.44,7/16/2022 9:22
2690,2,972,Cash,157.23,5/11/2022 8:37
2691,2,14,Ewallet,68.85,12/19/2022 12:40
2692,5,428,Cash,323.99,11/13/2022 20:39
2693,5,496,Credit card,253.39,7/22/2022 11:39
2694,5,112,Ewallet,174.17,6/27/2022 18:43
2695,3,269,Ewallet,131.95,5/7/2022 20:46
2696,4,618,Credit card,19.95,5/3/2022 19:34
2697,5,395,Credit card,26.25,9/28/2022 12:22
2698,1,542,Cash,192.21,7/3/2022 6:29
2699,3,81,Ewallet,46.5,9/1/2022 13:22
2700,2,7,Credit card,110.24,10/17/2022 8:32
2701,4,508,Credit card,427.63,12/30/2022 15:44
2702,5,79,Cash,147.4,3/7/2022 13:26
2703,4,870,Credit card,51.16,12/27/2022 15:20
2704,3,28,Cash,383.85,5/15/2022 14:36
2705,1,2,Credit card,203.29,3/20/2022 10:34
2706,3,1,Ewallet,280.76,3/23/2022 16:40
2707,2,773,Credit card,197.56,7/12/2022 12:10
2708,5,886,Credit card,283.38,9/29/2022 17:36
2709,4,641,Ewallet,405.12,11/2/2022 6:22
2710,4,297,Cash,204.52,8/25/2022 14:49
2711,4,343,Cash,353.9,11/29/2022 18:31
2712,3,664,Ewallet,115.37,8/15/2022 10:32
2713,4,266,Credit card,342.31,9/23/2022 10:36
2714,2,855,Cash,99.5,3/25/2022 10:24
2715,5,544,Ewallet,355.87,3/11/2022 11:48
2716,4,388,Ewallet,162.27,7/5/2022 9:41
2717,1,87,Ewallet,111.48,3/7/2022 19:41
2718,4,427,Ewallet,236.83,3/22/2022 19:40
2719,4,463,Credit card,219.4,10/19/2022 9:25
2720,4,385,Ewallet,219.75,10/25/2022 8:19
2721,4,37,Ewallet,17.91,9/7/2022 14:38
2722,5,858,Ewallet,267.07,4/13/2022 11:25
2723,1,27,Ewallet,174.36,5/5/2022 11:33
2724,3,384,Ewallet,261.91,9/5/2022 17:17
2725,4,648,Ewallet,117,7/24/2022 9:43
2726,5,868,Ewallet,174.9,10/29/2022 10:22
2727,5,991,Credit card,79.8,12/18/2022 19:43
2728,1,628,Cash,161.02,12/12/2022 7:29
2729,4,950,Credit card,178.13,12/10/2022 12:23
2730,4,457,Cash,35.94,4/18/2022 19:50
2731,4,529,Cash,314.8,10/30/2022 8:19
2732,3,72,Cash,133.82,11/8/2022 8:44
2733,3,207,Cash,207.98,7/13/2022 12:18
2734,1,742,Ewallet,87.84,10/3/2022 16:34
2735,3,640,Credit card,96.82,11/15/2022 7:18
2736,4,46,Credit card,294.71,11/6/2022 12:12
2737,3,968,Credit card,170.89,9/1/2022 7:37
2738,3,947,Credit card,176.04,11/30/2022 18:40
2739,4,465,Ewallet,128.16,9/8/2022 9:16
2740,5,786,Cash,369.16,8/20/2022 19:42
2741,1,556,Cash,355.08,10/26/2022 8:45
2742,4,160,Credit card,174.55,3/26/2022 7:38
2743,1,630,Credit card,379.23,10/30/2022 12:27
2744,5,614,Ewallet,236.69,5/17/2022 13:50
2745,4,87,Cash,9.03,11/26/2022 18:33
2746,4,315,Ewallet,410.65,11/30/2022 10:40
2747,5,880,Credit card,150.78,6/9/2022 11:10
2748,4,568,Ewallet,92.77,8/9/2022 20:43
2749,1,159,Ewallet,321.96,9/21/2022 12:34
2750,2,971,Ewallet,156.57,8/4/2022 10:27
2751,5,194,Cash,83.94,10/16/2022 8:22
2752,4,308,Credit card,174.25,7/1/2022 6:48
2753,3,605,Ewallet,172.23,9/28/2022 19:23
2754,2,204,Credit card,236.53,8/20/2022 11:32
2755,3,483,Cash,72.68,10/22/2022 14:37
2756,1,744,Cash,218.45,3/28/2022 14:38
2757,1,905,Ewallet,315.1,8/10/2022 16:40
2758,3,979,Cash,138.28,12/30/2022 11:42
2759,1,588,Cash,360.05,5/15/2022 18:43
2760,2,989,Cash,265.71,4/23/2022 7:44
2761,2,626,Cash,316.83,11/7/2022 8:24
2762,3,653,Ewallet,52.17,4/21/2022 13:44
2763,3,534,Credit card,117.03,8/10/2022 16:28
2764,4,979,Cash,162.63,10/28/2022 6:33
2765,1,896,Credit card,54.9,10/27/2022 9:15
2766,2,863,Ewallet,67.04,9/3/2022 10:22
2767,3,998,Cash,651.78,9/28/2022 14:48
2768,2,745,Ewallet,195.44,12/12/2022 20:22
2769,3,14,Ewallet,13.95,6/4/2022 16:24
2770,1,486,Credit card,205.92,12/12/2022 11:20
2771,3,704,Credit card,55.98,10/25/2022 13:36
2772,1,846,Credit card,298.85,5/19/2022 8:23
2773,5,38,Ewallet,192.93,12/14/2022 12:31
2774,3,727,Credit card,113.79,8/27/2022 6:19
2775,5,345,Ewallet,396.85,8/10/2022 9:14
2776,2,970,Ewallet,586.31,12/9/2022 19:15
2777,1,70,Cash,267.28,10/6/2022 13:33
2778,3,842,Cash,173.28,4/16/2022 9:15
2779,4,760,Credit card,121.35,10/17/2022 17:15
2780,4,441,Credit card,35.92,6/23/2022 17:10
2781,3,698,Ewallet,71.85,6/1/2022 9:38
2782,2,785,Cash,112.65,5/28/2022 16:35
2783,3,520,Ewallet,371.33,10/30/2022 8:41
2784,3,665,Credit card,211.76,7/8/2022 19:37
2785,4,134,Ewallet,326.67,7/22/2022 17:11
2786,3,450,Cash,280.16,6/16/2022 7:18
2787,1,476,Ewallet,333.33,10/30/2022 8:46
2788,2,871,Ewallet,242.51,12/18/2022 19:43
2789,1,537,Cash,163.69,7/30/2022 12:23
2790,1,517,Ewallet,116.91,12/16/2022 12:22
2791,1,170,Cash,157.62,9/3/2022 17:20
2792,4,682,Cash,454.17,3/5/2022 6:10
2793,3,790,Cash,415.77,7/16/2022 16:29
2794,3,601,Cash,11.96,5/20/2022 15:37
2795,5,521,Credit card,170.26,4/1/2022 12:29
2796,4,858,Ewallet,289.44,8/21/2022 16:37
2797,1,385,Ewallet,282.83,6/13/2022 17:41
2798,2,999,Ewallet,178.62,8/30/2022 18:43
2799,2,353,Credit card,73.82,4/1/2022 6:17
2800,2,11,Credit card,156.71,5/2/2022 15:20
2801,3,348,Ewallet,340.81,8/8/2022 8:42
2802,5,790,Cash,164.98,11/8/2022 7:20
2803,4,752,Ewallet,214.74,9/6/2022 10:50
2804,5,646,Ewallet,65.94,10/10/2022 13:23
2805,5,562,Credit card,431.73,10/22/2022 20:24
2806,5,652,Ewallet,239.07,5/15/2022 13:14
2807,2,242,Credit card,189.32,11/24/2022 15:39
2808,1,572,Cash,224.72,8/3/2022 8:24
2809,5,40,Ewallet,21.96,12/26/2022 10:29
2810,2,35,Credit card,225.05,3/16/2022 18:50
2811,3,643,Ewallet,298.56,9/9/2022 12:49
2812,5,14,Cash,8.97,5/2/2022 13:21
2813,2,896,Credit card,245.16,6/29/2022 12:13
2814,2,938,Credit card,55.7,3/24/2022 8:15
2815,4,612,Credit card,594.49,10/25/2022 20:21
2816,4,624,Ewallet,140.24,6/15/2022 9:24
2817,3,547,Ewallet,219.95,6/18/2022 7:35
2818,3,165,Cash,459.14,7/5/2022 6:19
2819,4,401,Ewallet,27.96,12/22/2022 8:46
2820,3,830,Credit card,227.73,7/25/2022 8:47
2821,2,897,Ewallet,89.88,7/16/2022 12:16
2822,4,657,Ewallet,34.91,10/27/2022 19:10
2823,4,761,Ewallet,101.09,11/23/2022 6:35
2824,3,915,Credit card,146.86,10/24/2022 7:24
2825,4,714,Cash,274.97,4/25/2022 19:17
2826,4,517,Credit card,217.91,12/17/2022 8:44
2827,2,861,Cash,343.25,8/28/2022 13:14
2828,2,687,Credit card,274.3,7/8/2022 6:13
2829,4,473,Credit card,197.2,11/15/2022 10:19
2830,5,341,Credit card,299.9,9/9/2022 6:17
2831,1,727,Ewallet,66.87,11/8/2022 9:16
2832,4,74,Cash,108.72,8/13/2022 11:19
2833,4,972,Credit card,94.18,6/16/2022 14:40
2834,4,649,Credit card,630.01,3/23/2022 19:48
2835,3,643,Credit card,132.53,4/8/2022 17:44
2836,4,837,Ewallet,263.52,10/13/2022 19:39
2837,2,922,Ewallet,37.98,6/22/2022 15:13
2838,3,444,Ewallet,101.89,10/21/2022 18:23
2839,2,466,Ewallet,210.37,3/14/2022 15:43
2840,2,224,Cash,302.09,5/4/2022 8:22
2841,3,760,Credit card,334.2,4/17/2022 17:11
2842,2,833,Credit card,104.49,11/16/2022 7:34
2843,2,303,Cash,416.69,9/22/2022 20:30
2844,1,927,Credit card,314.8,7/16/2022 8:20
2845,3,181,Cash,262.53,9/27/2022 11:21
2846,4,244,Credit card,451.33,4/3/2022 17:12
2847,5,524,Ewallet,171.17,10/17/2022 10:27
2848,1,354,Cash,177.34,12/16/2022 15:32
2849,2,240,Ewallet,31.96,10/19/2022 20:50
2850,3,9,Credit card,187.3,7/28/2022 9:14
2851,4,605,Cash,192.68,3/4/2022 9:34
2852,3,959,Cash,141.42,7/23/2022 10:44
2853,1,312,Cash,45.43,10/15/2022 15:34
2854,2,298,Cash,117.31,10/16/2022 16:17
2855,4,970,Cash,123.5,10/22/2022 12:40
2856,5,280,Cash,232.83,9/14/2022 8:21
2857,2,773,Ewallet,144.4,9/1/2022 14:11
2858,2,728,Cash,257.62,9/16/2022 8:16
2859,1,877,Credit card,340.62,12/11/2022 14:26
2860,3,947,Ewallet,380.59,10/10/2022 19:33
2861,2,587,Cash,328.05,10/19/2022 16:17
2862,4,949,Credit card,377.42,12/13/2022 16:36
2863,5,804,Ewallet,331.78,5/5/2022 8:23
2864,2,179,Credit card,339.06,8/7/2022 14:15
2865,1,56,Ewallet,391.04,10/26/2022 11:29
2866,3,104,Cash,343.03,5/11/2022 20:28
2867,1,129,Cash,349.43,10/14/2022 20:33
2868,4,17,Cash,220.65,3/27/2022 14:45
2869,1,365,Credit card,311.78,5/18/2022 14:31
2870,4,566,Ewallet,162.16,6/2/2022 19:18
2871,2,335,Credit card,81.86,4/2/2022 6:34
2872,2,25,Cash,249.22,3/11/2022 9:13
2873,2,278,Ewallet,293.83,12/15/2022 11:30
2874,3,694,Cash,246.11,12/3/2022 6:15
2875,4,766,Cash,23.94,5/11/2022 6:27
2876,2,17,Ewallet,196.34,11/19/2022 7:11
2877,5,890,Ewallet,162.1,8/29/2022 13:33
2878,2,586,Credit card,318.92,10/14/2022 14:14
2879,2,155,Credit card,272.16,6/2/2022 16:14
2880,1,889,Credit card,419.56,9/18/2022 16:24
2881,3,22,Credit card,247.33,8/8/2022 18:22
2882,3,317,Credit card,222.6,3/13/2022 10:47
2883,4,457,Ewallet,259.22,9/6/2022 13:34
2884,4,357,Credit card,299.91,11/20/2022 9:38
2885,2,830,Credit card,2.79,11/23/2022 15:50
2886,4,676,Cash,432.06,12/16/2022 16:36
2887,3,959,Cash,283.74,11/23/2022 18:18
2888,1,644,Ewallet,137.04,3/9/2022 12:47
2889,4,151,Credit card,85.01,10/16/2022 17:39
2890,4,181,Ewallet,209.2,3/28/2022 13:12
2891,4,1000,Ewallet,153.33,9/21/2022 6:39
2892,4,807,Credit card,235.58,8/1/2022 14:42
2893,1,950,Credit card,422.15,7/1/2022 15:41
2894,1,855,Credit card,8.99,11/12/2022 9:48
2895,3,56,Cash,158.65,5/25/2022 12:22
2896,4,92,Ewallet,137.25,7/13/2022 7:42
2897,1,605,Credit card,576.86,5/23/2022 11:47
2898,3,524,Ewallet,103.93,3/29/2022 18:23
2899,1,254,Ewallet,284.82,3/22/2022 12:38
2900,2,667,Cash,351.42,7/1/2022 15:12
2901,3,931,Ewallet,40.35,9/6/2022 19:25
2902,4,450,Cash,279.18,9/28/2022 19:40
2903,5,38,Credit card,298.32,6/27/2022 17:33
2904,1,612,Ewallet,472.09,10/29/2022 12:18
2905,4,184,Credit card,297.05,4/20/2022 7:15
2906,2,807,Credit card,165.34,9/23/2022 17:49
2907,5,888,Credit card,288.72,4/25/2022 16:45
2908,5,406,Cash,214.75,6/6/2022 8:23
2909,3,432,Cash,197.69,7/2/2022 12:35
2910,5,16,Cash,233.39,11/24/2022 9:43
2911,3,5,Cash,422.97,5/10/2022 12:31
2912,2,937,Ewallet,605.96,12/21/2022 8:40
2913,1,556,Ewallet,59.97,12/4/2022 9:44
2914,5,30,Ewallet,269.9,9/8/2022 16:11
2915,5,710,Credit card,94.88,4/16/2022 12:16
